estimate_B16	sd_B16	zvalue_B16	pvalue_B16	term_B16	condition	comparison	OR_B16	tumortype_B16	estimate_EMT6	sd_EMT6	zvalue_EMT6	pvalue_EMT6	term_EMT6	OR_EMT6	tumortype_EMT6	lfc_B16	lfc_EMT6
3.15893545121818	0.536393599710144	5.88921167762852	3.88042158847595e-09	conditionAd-IL12:comparisonMo_vs_Mo	AdIL12	Mo_vs_Mo	23.5455172310022	B16	0.225586629506582	0.299944136960555	0.752095479486728	0.451993642261994	conditionAd-IL12:comparisonMo_vs_Mo	1.25305758117461	EMT6	4.55738050996081	0.325452711680002
2.61437090880416	0.542741886864325	4.81696911935175	1.45755235268633e-06	conditionAd-IL12:comparisonMo_vs_NK	AdIL12	Mo_vs_NK	13.6586211562714	B16	0.0743341303050721	0.30025966827845	0.247566150763003	0.804470103312293	conditionAd-IL12:comparisonMo_vs_NK	1.07716665939834	EMT6	3.77173994517613	0.107241481159921
1.9934111397049	0.571695396667911	3.48684133425486	0.000488761234195197	conditionAd-IL12:comparisonM_vs_S	AdIL12	M_vs_S	7.3405306797391	B16	0.566139637363452	0.314960999714201	1.79749123820782	0.0722576678639255	conditionAd-IL12:comparisonM_vs_S	1.76145405815013	EMT6	2.87588436570508	0.816766847274928
1.8133445284875	0.536342166776991	3.38094716547148	0.00072236431258534	conditionAd-IL12:comparisonM_vs_M	AdIL12	M_vs_M	6.13091821120886	B16	0.799037864564862	0.299915653227007	2.66420860654468	0.00771696913185734	conditionAd-IL12:comparisonM_vs_M	2.22340068646926	EMT6	2.61610315867205	1.15276796469023
3.8691913141246	1.15682209933869	3.34467271703787	0.000823797187093248	conditionAd-IL12:comparisonDC_vs_NK	AdIL12	DC_vs_NK	47.9036314226469	B16	0.48579698619282	0.328505163343242	1.47881080847801	0.139190886297646	conditionAd-IL12:comparisonDC_vs_NK	1.62546996986548	EMT6	5.58206312113821	0.700856902859186
1.87781744308546	0.593782548435273	3.16246654273328	0.00156438710892215	conditionAd-IL12:comparisonB_vs_CD4	AdIL12	B_vs_CD4	6.53921706247944	B16	-0.398725402688634	0.327192478376734	-1.21862643257201	0.222986011874457	conditionAd-IL12:comparisonB_vs_CD4	0.67117497889589	EMT6	2.70911791283419	-0.575239161135347
1.70123889101511	0.548440101643732	3.10195933141344	0.0019224436714784	conditionAd-IL12:comparisonM_vs_NK	AdIL12	M_vs_NK	5.48073321855	B16	0.786874838771623	0.300145144123816	2.62164774002481	0.00875058254634771	conditionAd-IL12:comparisonM_vs_NK	2.19652120585562	EMT6	2.45436891143494	1.13522042769612
1.73841564253227	0.584746131836715	2.97294081633653	0.00294961320218847	conditionAd-IL12:comparisonN_vs_NK	AdIL12	N_vs_NK	5.68832394100236	B16	0.589141383009675	0.300977991278544	1.95742346643694	0.0502977017575724	conditionAd-IL12:comparisonN_vs_NK	1.80244014507477	EMT6	2.50800362648511	0.849951351650524
1.77310148560585	0.615957127612906	2.87861184832354	0.00399429613666066	conditionAd-IL12:comparisonNK_vs_S	AdIL12	NK_vs_S	5.88908999428569	B16	0.631790047543765	0.445049018692544	1.41959654107277	0.155725172998442	conditionAd-IL12:comparisonNK_vs_S	1.88097460145146	EMT6	2.55804472027641	0.911480368474392
1.52718720210274	0.544268690969116	2.80594351180381	0.00501694864771502	conditionAd-IL12:comparisonEndo_vs_N	AdIL12	Endo_vs_N	4.60520507624739	B16	0.56414155408696	0.300423410272217	1.87782155051028	0.060405581115037	conditionAd-IL12:comparisonEndo_vs_N	1.75793804007245	EMT6	2.20326540298271	0.81388422244065
1.46033038153268	0.537995558614512	2.71439114719355	0.00663977171950051	conditionAd-IL12:comparisonS_vs_Tumor	AdIL12	S_vs_Tumor	4.30738237288167	B16	0.31146508934726	0.342004700073128	0.91070411979912	0.362451292812941	conditionAd-IL12:comparisonS_vs_Tumor	1.36542411774456	EMT6	2.10681139949669	0.44934913981133
1.46632160073333	0.542205044926011	2.70436731353804	0.00684345947026817	conditionAd-IL12:comparisonM_vs_Mo	AdIL12	M_vs_Mo	4.3332663055913	B16	0.580958392692745	0.299936615263776	1.93693721649098	0.0527530184363338	conditionAd-IL12:comparisonM_vs_Mo	1.7877509774461	EMT6	2.11545490172634	0.838145792100646
1.50480593255597	0.557399545267156	2.69968991782139	0.00694041300442742	conditionAd-IL12:comparisonDC_vs_Endo	AdIL12	DC_vs_Endo	4.50327960551855	B16	0.429729713622118	0.318525029371239	1.34912384898102	0.177297189143342	conditionAd-IL12:comparisonDC_vs_Endo	1.53684207992727	EMT6	2.17097605639879	0.619968926765264
1.42204444771386	0.536081211570688	2.65266608308721	0.00798588295181808	conditionAd-IL12:comparisonEndo_vs_Mo	AdIL12	Endo_vs_Mo	4.14558721867123	B16	0.548162494865201	0.300109195525005	1.82654348163593	0.0677684378618818	conditionAd-IL12:comparisonEndo_vs_Mo	1.73007108085526	EMT6	2.05157647264047	0.790831312943347
1.98220444596861	0.763460306832148	2.59634250560247	0.00942220902091072	conditionAd-IL12:comparisonB_vs_M	AdIL12	B_vs_M	7.25872683202681	B16	1.23421749231192	0.302958043587967	4.07388916859556	4.62344905160219e-05	conditionAd-IL12:comparisonB_vs_M	3.43568901549463	EMT6	2.85971652422697	1.78059945553682
1.34400023321931	0.535826115404118	2.50827683567768	0.0121321575733264	conditionAd-IL12:comparisonN_vs_Tumor	AdIL12	N_vs_Tumor	3.83435116675769	B16	0.837934396949666	0.300023422634025	2.79289659984912	0.00522383871268713	conditionAd-IL12:comparisonN_vs_Tumor	2.3115872203274	EMT6	1.93898247141911	1.20888379906957
1.3144539852733	0.536540028992182	2.44987123839078	0.0142907308557532	conditionAd-IL12:comparisonNK_vs_NK	AdIL12	NK_vs_NK	3.72271777149283	B16	-0.00441022907785349	0.301112590378138	-0.0146464452792064	0.988314245244061	conditionAd-IL12:comparisonNK_vs_NK	0.995599481701574	EMT6	1.89635624603052	-0.00636261561980346
1.3509328138749	0.553647088762746	2.44006126157707	0.0146847714025777	conditionAd-IL12:comparisonCD8_vs_N	AdIL12	CD8_vs_N	3.8610254695288	B16	0.754215709521592	0.302172747654914	2.49597528359149	0.0125611353551968	conditionAd-IL12:comparisonCD8_vs_N	2.12594351208396	EMT6	1.94898407115149	1.08810326388735
1.27327202902888	0.535224853314697	2.37894787796826	0.0173621307486373	conditionAd-IL12:comparisonEndo_vs_Tumor	AdIL12	Endo_vs_Tumor	3.57252285766759	B16	0.692158825921419	0.300200383577487	2.30565603438931	0.0211298595930596	conditionAd-IL12:comparisonEndo_vs_Tumor	1.9980242672461	EMT6	1.83694324198259	0.998574105664358
