B1	B2	CD4_1	CD4_2	CD4_3	CD4_4	CD45_1	CD45_2	CD8_1	CD8_2	CD8_3	CD8_4	CD8_5	CD8_6	DC1	DC2	DC3	DC4	E1	E2	E3	M1	M10	M11	M12	M13	M2	M3	M4	M5	M6	M7	M8	M9	Mo1	Mo2	Mo3	Mo4	Mo5	Mo6	Mo7	Mo8	N1	N2	N3	N4	N5	N6	N7	NK1	NK2	NKT	S	T1	T10	T11	T12	T2	T3	T4	T5	T6	T7	T8	T9	Treg1	Treg2
DC2	5	1	7	0	1	0	17	4	0	5	1	0	1	1	5	2	0	0	9	5	0	43	2	26	0	0	7	2	0	0	0	73	10	0	17	4	0	1	0	0	0	0	0	0	0	0	0	4	1	4	0	2	0	0	3	20	34	2	1	2	26	1	10	15	0	2	1
DC3	1	0	8	1	0	1	15	4	6	4	0	0	2	2	7	0	14	0	17	27	1	67	5	39	2	0	25	5	0	0	1	93	7	0	46	11	0	12	2	3	1	2	5	0	0	0	1	30	2	11	2	1	0	0	1	20	114	1	0	2	42	1	11	35	1	3	14
DC4	11	0	11	0	1	0	12	2	1	1	0	0	1	0	0	0	0	0	0	2	0	25	1	6	0	0	6	2	0	0	0	24	1	0	25	7	0	2	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	1	0	13	0	0	0	3	0	6	7	0	1	4
E1	251	6	277	3	21	32	316	170	49	195	22	13	57	24	82	9	17	0	4764	1213	20	3775	84	1794	26	16	656	197	2	6	51	2920	98	1	2546	353	29	123	29	52	2	8	141	12	0	1	24	351	154	243	1	21	32	10	109	809	3371	33	17	297	1946	370	293	1010	14	95	128
E2	297	1	347	4	35	38	351	185	55	162	17	5	23	29	161	5	27	2	1213	6632	85	1641	172	1594	41	13	956	338	1	36	9	4653	180	2	1646	590	30	243	27	74	17	13	217	6	0	1	35	1165	226	281	2	29	19	18	182	334	4567	60	11	115	2366	61	841	1592	7	87	171
E3	3	0	3	0	0	3	6	5	1	6	4	0	0	0	0	0	1	0	20	85	8	39	6	52	2	0	26	4	0	2	1	52	2	0	17	0	0	1	0	0	0	0	0	0	0	0	0	11	0	2	0	1	0	0	0	8	71	1	0	3	69	1	6	22	1	3	4
M1	1385	20	1632	10	88	238	2210	1540	275	1044	366	45	470	186	286	43	67	25	3775	1641	39	127598	217	31912	187	48	9341	147	46	97	826	22623	394	73	17330	895	188	140	80	9	13	16	843	403	4	21	62	2442	5493	1032	8	95	161	179	1482	15970	32731	178	690	5335	20185	6212	2498	5626	155	797	733
M10	157	3	67	1	8	4	121	19	11	34	6	0	3	3	37	2	5	1	84	172	6	217	94	260	6	1	205	70	0	7	0	671	34	0	179	94	4	78	2	11	3	4	20	1	0	0	15	99	22	46	6	3	5	3	18	82	700	10	2	12	254	9	124	194	4	12	21
M11	693	12	684	6	42	123	999	1172	99	497	110	24	306	112	236	26	39	6	1794	1594	52	31912	260	21880	174	7	8691	150	7	178	131	11332	193	7	5230	323	52	110	25	3	3	17	157	53	1	9	35	541	949	407	2	39	45	104	434	5241	20326	187	165	2176	15431	1082	1845	3630	33	331	359
M12	23	1	20	1	0	2	30	20	1	4	2	0	5	0	11	0	2	0	26	41	2	187	6	174	18	1	68	8	0	0	3	439	8	0	71	12	0	9	5	0	0	0	4	1	0	0	4	12	6	11	2	1	1	2	3	61	259	20	1	25	206	8	39	205	2	10	12
M13	8	0	4	0	2	0	13	0	1	6	0	0	0	0	0	0	0	0	16	13	0	48	1	7	1	20	1	3	0	0	0	65	1	0	24	9	2	7	0	0	0	0	9	0	0	0	2	19	8	4	0	0	12	0	1	2	15	0	0	2	2	5	5	11	0	1	1
M2	227	4	307	4	9	21	594	464	36	183	59	2	98	49	199	7	25	6	656	956	26	9341	205	8691	68	1	8364	134	1	342	53	5401	171	3	1674	183	17	88	7	3	3	10	144	6	0	1	35	951	491	178	8	14	17	59	446	2837	13762	87	18	610	6986	185	1241	2112	29	96	166
M3	78	3	78	2	5	6	126	34	7	21	5	0	4	8	39	2	5	2	197	338	4	147	70	150	8	3	134	414	0	7	0	2037	89	0	282	233	5	198	17	56	5	9	72	0	0	0	28	207	26	73	5	9	8	2	30	48	1160	11	2	9	178	1	210	463	6	10	49
M4	2	0	1	0	0	0	0	1	2	2	1	0	1	0	0	0	0	0	2	1	0	46	0	7	0	0	1	0	0	0	0	22	0	0	18	1	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	10	0	0	3	1	1	2	0	0	1	0
M5	0	0	7	0	0	0	5	20	0	3	0	0	0	2	5	0	0	0	6	36	2	97	7	178	0	0	342	7	0	62	1	161	2	0	6	3	0	1	0	1	0	0	2	0	0	0	1	22	6	4	0	0	0	0	11	105	645	4	0	11	299	0	44	119	0	1	2
M6	1	0	7	0	1	0	4	6	1	2	3	0	4	1	0	0	1	0	51	9	1	826	0	131	3	0	53	0	0	1	50	244	1	1	84	3	0	0	0	0	0	0	11	6	0	1	2	14	45	8	0	0	1	0	13	206	266	1	1	48	243	80	6	139	2	1	3
M7	2555	166	1846	31	67	121	2954	923	244	850	124	11	239	239	587	73	93	24	2920	4653	52	22623	671	11332	439	65	5401	2037	22	161	244	52412	2170	10	9587	2526	221	1010	266	686	53	57	803	56	1	13	485	3003	1090	1908	38	159	142	121	751	4241	22726	541	66	1501	10549	564	3459	15134	70	541	1124
M8	698	35	253	10	13	19	436	72	51	81	8	2	20	31	33	10	7	1	98	180	2	394	34	193	8	1	171	89	0	2	1	2170	326	0	702	189	11	47	16	15	4	3	42	1	0	0	21	117	28	229	2	25	15	2	17	44	506	24	1	13	192	9	183	550	5	36	118
M9	3	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	2	0	73	0	7	0	0	3	0	0	0	1	10	0	0	13	0	3	0	1	0	0	0	6	2	0	1	1	19	31	0	0	0	0	0	11	8	19	0	0	0	5	1	0	2	0	2	0
Mo1	4816	54	3376	32	282	341	3673	1434	712	1780	91	65	327	230	188	17	46	25	2546	1646	17	17330	179	5230	71	24	1674	282	18	6	84	9587	702	13	24820	2014	258	318	184	97	23	31	446	82	0	11	76	1404	1154	1886	13	250	80	80	256	1522	5673	54	79	407	2558	830	1656	1942	22	793	1015
Mo2	783	25	403	3	27	17	595	120	67	194	6	4	27	26	62	4	11	7	353	590	0	895	94	323	12	9	183	233	1	3	3	2526	189	0	2014	1234	32	261	60	110	12	10	127	4	0	0	40	574	110	385	4	29	26	10	66	107	1329	11	1	21	234	23	302	626	4	63	158
Mo3	48	0	33	0	1	4	40	13	3	21	0	0	3	4	2	0	0	0	29	30	0	188	4	52	0	2	17	5	0	0	0	221	11	3	258	32	38	7	2	0	1	0	52	6	1	0	5	150	151	34	0	4	1	0	23	26	78	1	0	5	36	2	28	46	0	9	17
Mo4	69	3	96	1	5	3	139	36	18	36	6	0	1	4	33	1	12	2	123	243	1	140	78	110	9	7	88	198	0	1	0	1010	47	0	318	261	7	214	5	24	10	9	52	2	0	0	12	201	24	97	4	7	10	5	16	18	562	4	3	2	87	3	136	226	1	14	38
Mo5	29	2	23	0	0	2	32	11	2	11	1	1	2	0	1	0	2	0	29	27	0	80	2	25	5	0	7	17	0	0	0	266	16	1	184	60	2	5	14	5	0	0	5	1	0	0	2	26	8	25	1	4	0	0	6	10	90	2	0	2	17	1	22	46	0	0	11
Mo6	10	1	15	0	0	1	30	7	1	5	1	0	0	2	1	0	3	0	52	74	0	9	11	3	0	0	3	56	0	1	0	686	15	0	97	110	0	24	5	132	1	0	11	0	0	0	9	32	5	12	1	1	0	0	4	0	375	0	1	0	19	0	35	145	0	3	8
Mo7	6	1	6	0	0	0	7	1	0	4	0	0	1	0	1	0	1	0	2	17	0	13	3	3	0	0	3	5	0	0	0	53	4	0	23	12	1	10	0	1	0	0	0	0	0	0	1	2	1	5	0	1	0	0	0	1	18	1	0	0	1	0	15	5	0	0	2
Mo8	10	0	5	1	1	0	21	4	0	5	0	0	0	1	2	0	2	0	8	13	0	16	4	17	0	0	10	9	0	0	0	57	3	0	31	10	0	9	0	0	0	0	2	0	0	0	0	7	1	0	1	0	0	2	2	2	58	1	0	1	15	0	21	18	0	2	0
N1	91	1	44	0	5	9	86	19	6	45	8	3	6	8	21	0	5	0	141	217	0	843	20	157	4	9	144	72	0	2	11	803	42	6	446	127	52	52	5	11	0	2	572	29	8	3	43	1420	857	63	1	3	9	1	413	237	590	4	2	31	164	67	61	234	1	17	23
N2	0	0	2	0	0	1	3	3	3	1	3	0	1	2	0	0	0	0	12	6	0	403	1	53	1	0	6	0	1	0	6	56	1	2	82	4	6	2	1	0	0	0	29	18	0	0	1	24	119	6	0	0	0	1	14	39	70	0	5	12	37	19	6	11	1	2	0
N3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	8	0	2	0	0	29	10	0	0	0	0	0	4	7	7	0	0	0	1	2	0	0	0	0	0
N4	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	1	0	21	0	9	0	0	1	0	0	0	1	13	0	1	11	0	0	0	0	0	0	0	3	0	0	0	0	5	14	0	0	0	0	0	2	6	17	0	0	2	8	2	0	3	0	0	0
N5	8	0	21	0	0	0	25	8	1	11	1	0	1	3	5	0	1	0	24	35	0	62	15	35	4	2	35	28	0	1	2	485	21	1	76	40	5	12	2	9	1	0	43	1	0	0	34	165	64	25	1	5	6	0	54	19	157	1	0	7	34	1	17	118	2	2	8
N6	486	15	296	2	36	20	402	85	41	193	12	4	26	32	65	4	30	1	351	1165	11	2442	99	541	12	19	951	207	0	22	14	3003	117	19	1404	574	150	201	26	32	2	7	1420	24	29	5	165	8352	3077	318	6	26	25	11	1820	1029	3014	13	6	106	732	154	349	792	8	71	139
N7	169	0	110	1	7	9	141	57	26	105	15	3	19	15	17	1	2	1	154	226	0	5493	22	949	6	8	491	26	1	6	45	1090	28	31	1154	110	151	24	8	5	1	1	857	119	10	14	64	3077	4448	100	1	16	15	7	906	1129	1596	4	32	230	798	299	137	328	4	34	46
NK1	925	18	416	2	37	34	593	154	103	242	11	2	35	64	31	4	11	2	243	281	2	1032	46	407	11	4	178	73	2	4	8	1908	229	0	1886	385	34	97	25	12	5	0	63	6	0	0	25	318	100	654	5	88	18	5	49	110	817	4	3	37	314	34	220	465	3	107	190
NK2	0	0	4	0	0	0	6	0	0	3	5	0	0	1	0	0	2	0	1	2	0	8	6	2	2	0	8	5	0	0	0	38	2	0	13	4	0	4	1	1	0	1	1	0	0	0	1	6	1	5	0	1	0	0	1	2	28	0	0	0	6	0	12	4	0	0	1
NKT	136	2	59	0	6	5	76	21	19	54	0	3	8	10	2	2	1	0	21	29	1	95	3	39	1	0	14	9	0	0	0	159	25	0	250	29	4	7	4	1	1	0	3	0	0	0	5	26	16	88	1	18	2	0	3	10	43	0	1	1	25	2	19	32	0	32	16
S	149	1	31	0	5	0	32	6	8	16	1	1	1	2	0	0	0	0	32	19	0	161	5	45	1	12	17	8	0	0	1	142	15	0	80	26	1	10	0	0	0	0	9	0	0	0	6	25	15	18	0	2	28	0	4	15	84	0	0	7	50	4	11	51	2	7	7
T1	55	1	23	0	2	2	36	13	0	2	0	0	3	1	5	0	0	0	10	18	0	179	3	104	2	0	59	2	0	0	0	121	2	0	80	10	0	5	0	0	0	2	1	1	0	0	0	11	7	5	0	0	0	2	1	13	133	0	1	5	59	11	38	27	0	6	7
T10	34	1	42	0	1	0	73	31	3	31	3	0	8	6	16	3	1	1	109	182	0	1482	18	434	3	1	446	30	0	11	13	751	17	11	256	66	23	16	6	4	0	2	413	14	4	2	54	1820	906	49	1	3	4	1	1066	661	2049	9	7	94	794	101	78	408	5	10	10
T11	178	2	175	1	6	26	235	223	32	115	56	4	51	23	80	20	20	0	809	334	8	15970	82	5241	61	2	2837	48	0	105	206	4241	44	8	1522	107	26	18	10	0	1	2	237	39	7	6	19	1029	1129	110	2	10	15	13	661	6326	13451	63	70	1456	6236	1213	392	2082	54	69	103
T12	1578	43	1033	12	82	90	1559	1355	118	548	143	13	251	119	600	34	114	13	3371	4567	71	32731	700	20326	259	15	13762	1160	10	645	266	22726	506	19	5673	1329	78	562	90	375	18	58	590	70	7	17	157	3014	1596	817	28	43	84	133	2049	13451	74266	338	207	3191	27390	1723	3433	11472	136	322	565
T2	8	0	10	0	0	2	23	6	6	5	1	0	4	3	8	2	1	0	33	60	1	178	10	187	20	0	87	11	0	4	1	541	24	0	54	11	1	4	2	0	1	1	4	0	0	0	1	13	4	4	0	0	0	0	9	63	338	22	0	26	332	1	25	380	1	4	17
T3	8	0	0	0	1	0	6	9	1	4	1	1	1	1	1	1	0	0	17	11	0	690	2	165	1	0	18	2	0	0	1	66	1	0	79	1	0	3	0	1	0	0	2	5	0	0	0	6	32	3	0	1	0	1	7	70	207	0	10	65	164	61	12	9	1	0	2
T4	29	1	30	0	0	4	65	79	6	27	14	0	20	9	19	2	2	0	297	115	3	5335	12	2176	25	2	610	9	3	11	48	1501	13	0	407	21	5	2	2	0	0	1	31	12	0	2	7	106	230	37	0	1	7	5	94	1456	3191	26	65	740	2856	384	107	672	8	18	26
T5	344	4	418	6	19	71	634	825	34	268	80	7	142	66	246	26	42	3	1946	2366	69	20185	254	15431	206	2	6986	178	1	299	243	10549	192	5	2558	234	36	87	17	19	1	15	164	37	1	8	34	732	798	314	6	25	50	59	794	6236	27390	332	164	2856	26098	960	1224	6209	43	198	276
T6	57	1	74	0	0	13	62	62	12	30	19	4	13	9	8	1	1	0	370	61	1	6212	9	1082	8	5	185	1	1	0	80	564	9	1	830	23	2	3	1	0	0	0	67	19	2	2	1	154	299	34	0	2	4	11	101	1213	1723	1	61	384	960	1080	84	179	8	23	22
T7	773	15	367	3	28	26	590	222	56	152	10	7	42	32	82	10	11	6	293	841	6	2498	124	1845	39	5	1241	210	2	44	6	3459	183	0	1656	302	28	136	22	35	15	21	61	6	0	0	17	349	137	220	12	19	11	38	78	392	3433	25	12	107	1224	84	1178	689	7	76	143
T8	494	21	469	10	15	29	772	262	66	174	21	4	53	51	190	15	35	7	1010	1592	22	5626	194	3630	205	11	2112	463	0	119	139	15134	550	2	1942	626	46	226	46	145	5	18	234	11	0	3	118	792	328	465	4	32	51	27	408	2082	11472	380	9	672	6209	179	689	11070	22	139	333
T9	12	1	2	0	0	0	8	1	0	2	22	0	1	0	2	0	1	0	14	7	1	155	4	33	2	0	29	6	0	0	2	70	5	0	22	4	0	1	0	0	0	0	1	1	0	0	2	8	4	3	0	0	2	0	5	54	136	1	1	8	43	8	7	22	16	1	1
Treg1	340	5	168	3	15	19	188	85	34	96	1	6	17	13	11	2	3	1	95	87	3	797	12	331	10	1	96	10	1	1	1	541	36	2	793	63	9	14	0	3	0	2	17	2	0	0	2	71	34	107	0	32	7	6	10	69	322	4	0	18	198	23	76	139	1	92	109
Treg2	660	13	331	2	51	29	353	98	92	132	5	5	22	27	28	1	14	4	128	171	4	733	21	359	12	1	166	49	0	2	3	1124	118	0	1015	158	17	38	11	8	2	0	23	0	0	0	8	139	46	190	1	16	7	7	10	103	565	17	2	26	276	22	143	333	1	109	204
