B1	B2	CD4_1	CD4_2	CD4_3	CD4_4	CD45_1	CD45_2	CD8_1	CD8_2	CD8_3	CD8_4	CD8_5	CD8_6	DC1	DC2	DC3	DC4	E1	E2	E3	M1	M10	M11	M12	M13	M2	M3	M4	M5	M6	M7	M8	M9	Mo1	Mo2	Mo3	Mo4	Mo5	Mo6	Mo7	Mo8	N1	N2	N3	N4	N5	N6	N7	NK1	NK2	NKT	S	T1	T10	T11	T12	T2	T3	T4	T5	T6	T7	T8	T9	Treg1	Treg2
B1	12	1	15	0	1	0	10	2	0	7	0	0	0	0	2	0	0	0	28	13	0	69	3	4	0	1	1	1	0	0	0	58	5	0	128	19	3	10	1	1	0	0	4	0	0	0	0	8	8	41	0	4	3	0	3	5	51	0	0	1	1	8	8	12	0	1	4
B2	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	1	0	0	0	10	0	0	4	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0
CD4_1	15	0	96	0	5	4	54	12	17	29	1	0	6	6	7	1	3	1	119	51	0	359	21	37	0	7	22	11	0	0	3	333	21	0	857	126	19	29	19	0	1	0	21	0	0	0	8	105	63	213	0	22	6	0	11	62	186	1	0	3	21	20	44	73	0	8	31
CD4_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
CD4_3	1	0	5	0	2	0	2	0	0	3	0	0	0	0	0	0	0	0	1	7	0	7	0	0	0	0	0	0	0	0	0	1	0	0	18	2	2	0	0	0	0	0	0	0	0	0	0	4	2	4	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	2
CD4_4	0	0	4	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	7	5	0	14	1	2	0	0	0	1	0	0	0	15	0	0	49	9	0	4	2	0	0	0	1	1	0	0	0	3	0	8	0	0	0	0	0	2	10	0	0	0	4	1	2	2	0	0	1
CD45_1	10	1	54	0	2	2	112	11	7	37	1	1	11	9	7	1	5	0	153	39	0	503	12	42	0	9	39	14	0	0	7	513	42	1	1117	157	21	26	37	1	2	1	51	4	0	1	13	147	81	212	0	19	16	0	16	68	310	1	0	4	24	26	111	173	2	5	27
CD45_2	2	0	12	0	0	0	11	12	1	10	0	0	4	2	1	0	1	0	28	12	0	117	1	33	0	2	4	2	0	0	1	99	2	0	293	24	4	2	5	0	0	1	6	1	0	0	0	19	10	45	0	4	3	1	0	15	85	0	0	5	18	6	35	23	0	2	6
CD8_1	0	0	17	0	0	0	7	1	4	6	0	0	1	0	1	0	0	0	11	3	0	30	1	4	0	1	1	2	0	0	1	25	0	0	99	15	0	2	1	0	0	0	5	0	0	0	1	10	5	22	0	2	0	0	3	6	17	0	0	0	3	2	4	5	0	1	5
CD8_2	7	1	29	0	3	0	37	10	6	18	1	0	1	2	2	0	2	0	58	25	1	197	3	11	0	1	15	7	0	0	1	150	6	0	362	59	7	10	2	1	0	0	10	1	0	1	2	34	30	99	0	5	4	0	10	38	73	1	0	2	4	15	22	51	0	0	9
CD8_3	0	0	1	0	0	0	1	0	0	1	12	0	0	0	0	0	0	0	8	3	0	110	2	1	0	0	0	0	0	0	1	35	1	0	38	1	0	0	1	0	0	0	1	0	0	0	1	3	5	4	0	1	0	0	0	16	7	0	0	1	0	4	1	10	2	0	0
CD8_4	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1
CD8_5	0	0	6	0	0	1	11	4	1	1	0	1	4	0	0	0	0	0	22	1	0	82	1	13	0	0	2	0	0	0	1	33	1	0	122	13	1	2	3	0	0	0	2	1	0	0	1	8	7	27	0	1	2	0	1	8	21	0	0	1	4	5	4	6	0	3	5
CD8_6	0	0	6	0	0	1	9	2	0	2	0	0	0	0	3	0	0	0	21	14	0	75	0	3	1	0	5	2	0	0	2	67	3	0	143	15	6	5	5	0	0	0	10	0	0	0	5	22	15	35	0	3	2	0	3	16	43	0	0	0	5	3	14	21	0	1	3
DC1	2	0	7	0	0	0	7	1	1	2	0	0	0	3	8	1	1	0	29	18	0	53	13	4	0	0	1	12	0	0	1	87	2	0	82	31	2	7	1	0	0	1	2	0	0	0	2	27	10	18	0	2	0	0	0	9	45	0	0	0	3	1	13	28	1	1	1
DC2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	8	0	0	9	0	0	0	0	0	0	0	1	0	0	0	0	3	0	1	0	0	0	0	0	4	2	0	0	0	1	2	0	4	0	0	0
DC3	0	0	3	0	0	0	5	1	0	2	0	0	0	0	1	0	0	0	4	11	0	31	4	2	0	0	1	6	0	0	0	29	0	0	26	10	2	2	2	0	0	0	3	0	0	0	1	12	0	4	0	0	0	0	0	9	21	0	0	0	2	0	0	2	0	0	0
DC4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	5	3	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0
E1	28	0	119	0	1	7	153	28	11	58	8	2	22	21	29	0	4	1	3006	477	4	1622	45	118	0	14	74	57	13	0	10	811	37	1	3891	390	43	73	81	2	8	5	117	17	0	0	10	342	192	531	0	46	26	4	25	234	701	1	5	9	69	93	218	189	2	14	52
E2	13	0	51	0	7	5	39	12	3	25	3	0	1	14	18	0	11	0	477	1046	2	392	27	49	1	5	39	52	18	0	6	448	20	0	895	195	47	37	28	1	5	5	83	8	0	0	7	304	127	160	0	12	8	1	14	39	305	0	2	1	21	16	128	71	0	4	14
E3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	2	2	0	0	0	0	0	0	0	0	0	0	2	0	0	10	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0
M1	69	3	359	1	7	14	503	117	30	197	110	5	82	75	53	9	31	2	1622	392	0	64682	76	664	3	39	561	75	741	0	689	6725	106	10	11994	759	191	118	149	2	8	3	714	420	0	16	56	2948	3192	1470	0	93	78	6	511	11933	3848	7	30	173	400	3560	849	1758	17	82	176
M10	3	0	21	0	0	1	12	1	1	3	2	0	1	0	13	0	4	0	45	27	0	76	20	7	0	0	14	18	0	0	1	159	3	0	145	54	2	21	7	1	1	3	20	1	0	0	2	37	12	24	0	3	1	0	4	7	137	0	1	1	1	6	25	46	0	0	4
M11	4	0	37	0	0	2	42	33	4	11	1	1	13	3	4	0	2	0	118	49	0	664	7	136	1	2	32	9	2	0	5	193	6	1	865	48	16	6	8	0	1	2	13	2	0	0	3	37	33	123	0	8	1	4	14	146	253	0	2	30	67	45	137	46	0	7	15
M12	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	3	0	1	0	0	0	0	0	0	0	4	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0
M13	1	0	7	0	0	0	9	2	1	1	0	0	0	0	0	0	0	0	14	5	0	39	0	2	0	10	2	1	0	0	0	44	5	0	53	9	3	3	2	0	0	1	4	1	0	0	2	16	10	17	0	4	11	0	3	5	16	0	0	0	0	3	13	5	0	1	1
M2	1	1	22	0	0	0	39	4	1	15	0	0	2	5	1	0	1	0	74	39	0	561	14	32	0	2	78	21	2	0	3	393	10	1	439	52	9	19	12	0	2	0	35	4	0	1	5	74	53	68	0	7	5	0	12	67	160	0	1	2	10	55	85	98	0	2	6
M3	1	1	11	0	0	1	14	2	2	7	0	0	0	2	12	0	6	0	57	52	0	75	18	9	0	1	21	80	1	0	0	387	11	0	148	61	0	34	11	0	4	0	9	1	0	0	3	50	18	22	0	2	0	0	5	7	234	0	0	0	4	1	32	121	0	1	3
M4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	18	0	741	0	2	0	0	2	1	516	0	119	187	0	0	46	0	0	0	2	0	0	0	6	10	0	0	8	75	26	2	0	2	1	0	1	133	5	0	0	0	0	1	2	27	0	0	0
M5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M6	0	0	3	0	0	0	7	1	1	1	1	0	1	2	1	0	0	0	10	6	0	689	1	5	0	0	3	0	119	0	88	240	3	0	141	21	1	0	7	0	0	0	10	12	0	0	2	38	33	15	0	1	0	0	2	65	41	0	0	0	5	55	3	61	0	0	1
M7	58	10	333	0	1	15	513	99	25	150	35	0	33	67	87	8	29	3	811	448	2	6725	159	193	4	44	393	387	187	0	240	16818	448	0	7637	1356	210	328	923	36	36	18	562	75	0	29	261	1415	884	1112	0	104	72	10	197	723	4513	14	3	25	176	230	817	4545	10	21	121
M8	5	0	21	0	0	0	42	2	0	6	1	0	1	3	2	0	0	0	37	20	0	106	3	6	0	5	10	11	0	0	3	448	56	0	268	52	12	4	10	0	0	0	23	0	0	0	7	72	39	93	0	15	4	0	16	11	73	0	0	1	1	6	28	135	0	0	10
M9	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	10	0	1	0	0	1	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	5	6	0	0	0	0	0	1	3	3	0	0	0	0	1	0	0	0	0	0
Mo1	128	4	857	1	18	49	1117	293	99	362	38	12	122	143	82	9	26	5	3891	895	10	11994	145	865	9	53	439	148	46	0	141	7637	268	4	26934	2369	403	355	1051	36	19	11	653	90	0	9	136	2010	1622	3164	0	235	108	13	279	1635	4298	4	15	110	386	770	1289	1926	19	122	361
Mo2	19	1	126	1	2	9	157	24	15	59	1	0	13	15	31	0	10	3	390	195	2	759	54	48	0	9	52	61	0	0	21	1356	52	0	2369	918	42	128	116	8	5	5	136	10	0	1	23	414	194	499	0	22	18	3	38	125	848	3	1	3	47	49	143	401	2	5	47
Mo3	3	0	19	0	2	0	21	4	0	7	0	0	1	6	2	0	2	0	43	47	0	191	2	16	0	3	9	0	0	0	1	210	12	1	403	42	68	3	2	0	0	1	55	4	0	2	20	211	200	114	0	12	5	0	42	32	69	0	0	5	4	3	22	51	1	7	16
Mo4	10	0	29	0	0	4	26	2	2	10	0	0	2	5	7	0	2	0	73	37	0	118	21	6	0	3	19	34	0	0	0	328	4	0	355	128	3	54	12	3	4	2	15	2	0	0	9	72	19	62	0	4	5	0	12	19	204	0	0	0	8	7	31	97	0	1	11
Mo5	1	1	19	0	0	2	37	5	1	2	1	0	3	5	1	0	2	0	81	28	0	149	7	8	0	2	12	11	2	0	7	923	10	0	1051	116	2	12	602	8	5	2	15	4	0	0	7	46	32	40	0	1	7	0	8	61	542	0	1	3	16	2	29	297	0	3	9
Mo6	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	1	0	2	1	0	0	0	0	0	0	0	0	36	0	0	36	8	0	3	8	0	0	0	3	0	0	0	1	2	2	7	0	1	0	0	0	0	14	1	0	0	0	1	1	8	0	0	0
Mo7	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	8	5	0	8	1	1	0	0	2	4	0	0	0	36	0	0	19	5	0	4	5	0	0	0	1	1	0	0	0	1	1	1	0	0	1	0	0	0	17	0	0	0	1	0	3	15	0	0	0
Mo8	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	5	5	0	3	3	2	0	1	0	0	0	0	0	18	0	0	11	5	1	2	2	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	17	0	0	0	0	0	5	7	0	0	0
N1	4	0	21	0	0	1	51	6	5	10	1	0	2	10	2	1	3	1	117	83	1	714	20	13	0	4	35	9	6	0	10	562	23	0	653	136	55	15	15	3	1	0	472	63	0	2	30	783	502	170	0	9	7	2	156	353	245	0	0	4	14	46	44	143	2	3	24
N2	0	0	0	0	0	1	4	1	0	1	0	0	1	0	0	0	0	0	17	8	0	420	1	2	0	1	4	1	10	0	12	75	0	0	90	10	4	2	4	0	1	0	63	24	0	0	2	144	169	14	0	0	1	0	37	185	43	0	1	0	2	36	9	14	0	1	1
N3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N4	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	1	0	0	0	0	29	0	0	9	1	2	0	0	0	0	0	2	0	0	0	0	6	9	2	0	0	0	0	0	2	4	0	0	0	0	0	0	4	0	0	0
N5	0	0	8	0	0	0	13	0	1	2	1	0	1	5	2	0	1	0	10	7	0	56	2	3	0	2	5	3	8	0	2	261	7	0	136	23	20	9	7	1	0	0	30	2	0	0	44	96	78	41	0	3	1	0	14	10	46	0	0	1	0	1	9	68	1	0	6
N6	8	0	105	0	4	3	147	19	10	34	3	3	8	22	27	3	12	0	342	304	0	2948	37	37	0	16	74	50	75	0	38	1415	72	5	2010	414	211	72	46	2	1	2	783	144	0	6	96	3876	1873	514	0	51	25	3	409	1689	738	0	0	5	19	139	138	394	6	9	52
N7	8	1	63	0	2	0	81	10	5	30	5	0	7	15	10	0	0	0	192	127	0	3192	12	33	0	10	53	18	26	0	33	884	39	6	1622	194	200	19	32	2	1	2	502	169	0	9	78	1873	2542	304	0	21	37	0	558	969	708	0	1	23	45	359	105	203	3	1	22
NK1	41	0	213	0	4	8	212	45	22	99	4	3	27	35	18	1	4	2	531	160	0	1470	24	123	1	17	68	22	2	0	15	1112	93	0	3164	499	114	62	40	7	1	0	170	14	0	2	41	514	304	996	0	82	49	3	79	262	648	4	1	21	65	97	123	365	5	25	79
NK2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NKT	4	0	22	0	0	0	19	4	2	5	1	1	1	3	2	0	0	0	46	12	0	93	3	8	0	4	7	2	2	0	1	104	15	0	235	22	12	4	1	1	0	0	9	0	0	0	3	51	21	82	0	16	2	0	7	15	35	0	0	1	3	9	8	30	0	3	13
S	3	0	6	0	0	0	16	3	0	4	0	0	2	2	0	0	0	0	26	8	0	78	1	1	0	11	5	0	1	0	0	72	4	0	108	18	5	5	7	0	1	0	7	1	0	0	1	25	37	49	0	2	40	1	9	12	51	0	0	0	6	13	7	14	1	1	2
T1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	1	0	6	0	4	0	0	0	0	0	0	0	10	0	0	13	3	0	0	0	0	0	0	2	0	0	0	0	3	0	3	0	0	1	0	0	1	7	1	0	1	2	0	5	1	0	0	0
T10	3	0	11	0	1	0	16	0	3	10	0	1	1	3	0	0	0	1	25	14	0	511	4	14	0	3	12	5	1	0	2	197	16	1	279	38	42	12	8	0	0	0	156	37	0	0	14	409	558	79	0	7	9	0	166	176	206	0	1	7	26	64	22	46	4	2	4
T11	5	0	62	0	0	2	68	15	6	38	16	1	8	16	9	4	9	0	234	39	0	11933	7	146	1	5	67	7	133	0	65	723	11	3	1635	125	32	19	61	0	0	0	353	185	0	2	10	1689	969	262	0	15	12	1	176	10918	1514	0	6	69	261	538	84	300	2	5	20
