B1	B2	CD4_1	CD4_2	CD4_3	CD4_4	CD45_1	CD45_2	CD8_1	CD8_2	CD8_3	CD8_4	CD8_5	CD8_6	DC1	DC2	DC3	DC4	E1	E2	E3	M1	M10	M11	M12	M13	M2	M3	M4	M5	M6	M7	M8	M9	Mo1	Mo2	Mo3	Mo4	Mo5	Mo6	Mo7	Mo8	N1	N2	N3	N4	N5	N6	N7	NK1	NK2	NKT	S	T1	T10	T11	T12	T2	T3	T4	T5	T6	T7	T8	T9	Treg1	Treg2
B1	412	0	244	1	38	13	143	43	27	96	0	1	12	12	11	1	0	0	20	67	0	84	15	63	0	2	26	15	0	0	0	138	20	0	344	34	2	1	2	0	0	1	6	1	0	0	3	31	13	26	0	3	3	1	3	19	146	0	2	3	65	5	114	34	0	1	27
B2	0	0	1	0	0	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	5	2	0	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	2	0	3	2	0	0	0
CD4_1	244	1	706	2	91	23	270	41	78	214	4	2	9	34	25	0	1	0	130	246	1	513	19	91	0	0	59	55	1	0	7	681	59	0	1361	141	26	26	17	8	5	5	46	3	0	0	11	195	96	219	1	31	2	0	17	73	406	0	12	2	72	43	264	145	0	8	91
CD4_2	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	8	1	0	0	0	0	0	0	2	1	0	0	0	4	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	5	0	0	0
CD4_3	38	0	91	0	30	4	18	0	10	44	0	0	1	0	0	0	0	0	4	11	0	8	4	4	0	1	3	1	0	0	0	9	1	0	21	3	0	0	0	0	0	0	0	0	0	0	1	2	0	4	0	0	0	0	2	1	17	0	0	0	1	0	17	4	0	0	11
CD4_4	13	0	23	0	4	10	20	8	3	8	0	0	2	2	0	0	0	0	4	2	0	14	0	9	0	0	0	3	0	0	0	15	0	0	69	11	0	0	2	0	0	0	1	0	0	0	0	2	1	5	0	1	0	0	0	0	11	0	1	2	14	1	12	2	0	1	2
CD45_1	143	2	270	2	18	20	416	44	39	113	1	0	7	49	43	1	3	1	146	201	0	761	16	83	0	2	83	73	1	0	8	857	63	0	1679	169	37	26	27	3	5	5	54	7	0	1	5	192	154	224	0	22	3	0	30	81	443	0	10	8	72	51	327	165	2	4	43
CD45_2	43	1	41	0	0	8	44	42	7	27	0	1	2	3	3	0	0	0	7	19	0	107	2	66	0	2	13	5	0	0	2	61	4	0	456	21	3	4	8	2	1	0	3	0	0	0	0	14	23	14	0	3	1	1	3	9	84	0	6	6	40	10	40	22	0	0	5
CD8_1	27	1	78	0	10	3	39	7	20	26	0	0	1	8	1	0	0	0	11	17	0	56	1	5	0	0	8	7	0	0	1	60	8	0	157	11	2	1	0	0	2	0	3	0	0	0	5	15	7	20	0	0	0	0	1	6	67	0	3	1	12	1	33	13	0	1	14
CD8_2	96	1	214	0	44	8	113	27	26	100	0	0	9	14	10	3	1	0	45	62	0	231	6	39	2	1	36	18	0	0	1	268	23	0	490	65	7	6	12	2	2	1	19	2	0	0	2	50	28	63	0	11	3	3	13	32	172	0	5	2	40	14	106	43	0	2	25
CD8_3	0	0	4	0	0	0	1	0	0	0	20	0	0	0	1	0	0	0	8	3	0	116	0	5	0	0	0	1	0	0	0	23	1	0	66	6	1	1	1	0	0	0	4	1	0	1	2	10	10	7	0	1	0	0	1	22	36	0	5	0	8	17	9	3	3	0	0
CD8_4	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0
CD8_5	12	0	9	0	1	2	7	2	1	9	0	0	6	4	4	1	0	0	1	5	0	34	3	5	0	0	6	3	0	0	0	11	1	0	55	5	0	1	0	0	0	1	0	0	0	0	0	1	3	7	0	2	0	0	1	5	27	0	3	0	10	0	5	5	0	0	3
CD8_6	12	0	34	0	0	2	49	3	8	14	0	0	4	12	1	0	0	0	20	29	0	117	2	8	1	0	10	8	0	0	0	137	8	0	207	7	6	2	2	2	0	0	8	0	0	0	3	41	23	30	0	4	0	0	5	15	55	0	1	1	7	7	35	17	0	0	13
DC1	11	0	25	0	0	0	43	3	1	10	1	0	4	1	44	0	0	0	37	30	0	72	11	5	1	0	27	73	0	0	1	224	9	0	130	22	4	23	6	0	1	5	12	2	0	0	1	35	9	26	0	3	0	2	2	5	96	0	0	0	3	3	109	21	1	0	7
