estimate	std_error	zvalue lm	pvalueLM	pvalueWilcoxon	pvalueJonckheere	adj_pvalue_lm	adj_pvalue_wilcoxon	adj_pvalue_Jonckheere	feature
0.00340136054421741	0.0463120527098243	0.0734443917985927	0.942422933875313	0.922415020287456	0.717334517334517	0.942422933875313	0.922415020287456	0.797038352593908	B_cell
0.0693558673469387	0.0890137321391522	0.779159189039698	0.448004873967614	0.369778232784551	0.218612957315347	0.689238267642483	0.616297054640918	0.364354928858911	CD8_T_cells
0.0783588435374151	0.0660548288252837	1.18626972366662	0.25396626886763	0.265006305329554	0.109755699846926	0.583727980707505	0.559024863824553	0.327503651033063	Cytotoxic_cells
-0.0767077664399096	0.0850535856613291	-0.901875750957152	0.381376557914221	0.334724580739917	0.658014534485123	0.640485503925022	0.608590146799849	0.774134746453086	Dendritic_cells
0.0573713860544218	0.0525154544055473	1.09246671677588	0.291863990353752	0.279512431912276	0.207938902056549	0.583727980707505	0.559024863824553	0.364354928858911	Exhausted_CD8_T_cells
0.103555484693878	0.0634196675436772	1.63286073082232	0.123308153138244	0.149163102609306	0.129196716896099	0.583727980707505	0.559024863824553	0.327503651033063	IFNy_26
0.107621173469388	0.0728310887611079	1.47768178809456	0.160181249299276	0.199409451806299	0.129196716896099	0.583727980707505	0.559024863824553	0.327503651033063	IFNy_6
-0.0150669642857141	0.0906911937510764	-0.166134810476406	0.870269484685935	0.85935527223704	0.967938814997638	0.916073141774668	0.904584497091621	0.967938814997638	Macrophages
0.064891581632653	0.143934692072812	0.450840452000455	0.658553207009736	0.598247243651921	0.545639110344993	0.781468587637968	0.703820286649319	0.727518813793324	Mast_cells
0.103555484693878	0.0634196675436772	1.63286073082232	0.123308153138244	0.149163102609306	0.129196716896099	0.583727980707505	0.559024863824553	0.327503651033063	Neutrophils
-0.0329772534013606	0.0259157409014689	-1.27247966889079	0.222574505773734	0.234117393117347	0.179436685319038	0.583727980707505	0.559024863824553	0.364354928858911	NK_CD56dim
0.0820741758241758	0.0615442379854584	1.33358017762066	0.202239530784688	0.216664686325503	0.110787687258275	0.583727980707505	0.559024863824553	0.327503651033063	NK_cells_cytotoxic_CCL5
0.0705870890022675	0.0585399623168512	1.20579320875218	0.246573723667105	0.252146069091072	0.131001460413225	0.583727980707505	0.559024863824553	0.327503651033063	NK_cells_cytotoxic
0.0317283163265306	0.0285168431876535	1.11261671278774	0.283386819832259	0.16854361627741	0.189439262434479	0.583727980707505	0.559024863824553	0.364354928858911	NK_cells
0.0308634817563388	0.0434574359321306	0.710200247537376	0.488475223711651	0.442710869168387	0.443318337435984	0.697821748159501	0.632444098811981	0.633311910622835	NK1_Signature
0.0530877976190477	0.0259058733592125	2.04925720445433	0.0583486524230372	0.0792182049176802	0.064117364117364	0.583727980707505	0.559024863824553	0.327503651033063	NK2_Signature
0.0538238732993199	0.0600563249324831	0.896223226443345	0.384291302355013	0.410713195294504	0.131001460413225	0.640485503925022	0.631866454299237	0.327503651033063	T_cells_cytotoxic
0.0129322562358278	0.0594378469992648	0.217576121759386	0.830691361395737	0.843947619533271	0.435895873468163	0.916073141774668	0.904584497091621	0.633311910622835	T_cells
0.0222151360544217	0.0404869625114091	0.548698511234611	0.591286621873386	0.56082618106729	0.658014534485123	0.781468587637968	0.703820286649319	0.774134746453086	Th1
0.0322066326530613	0.0727384554065518	0.442773117370324	0.664248299492273	0.586194538149196	0.778350625409449	0.781468587637968	0.703820286649319	0.81931644779942	Treg
