estimate	std_error	zvalue lm	pvalueLM	pvalueWilcoxon	pvalueJonckheere	adj_pvalue_lm	adj_pvalue_wilcoxon	adj_pvalue_Jonckheere	feature
0.186058519793459	0.0571552059861417	3.25532060611544	0.00238405540853251	0.0657671847603198	0.119313327731585	0.0195570511510705	0.13153436952064	0.392675733963539	B_cell_Tirosh
0.0400868781247437	0.0580856288276259	0.690134185233753	0.494303510068068	0.494204879788404	0.694525488727169	0.494303510068068	0.539132596132804	0.776377384435023	CAFs_Tirosh
0.123925179174749	0.0414635027279903	2.98877738303311	0.00488926278776764	0.0224375167166929	0.033314512083269	0.0195570511510705	0.0897500668667717	0.392675733963539	cDC1_Barry
0.0312006979560916	0.0325115836969541	0.959679425244815	0.34328335272795	0.580522452375999	0.517430017398084	0.41194002327354	0.580522452375999	0.730472348438892	Endothelial_cells_Tirosh
0.0747445868128598	0.0538151649576122	1.38891308559089	0.172946140959389	0.224063122232459	0.711679269065438	0.259419211439083	0.298750829643278	0.776377384435023	Macrophages_Tirosh
0.0266148053555747	0.0312206558928554	0.852474254445928	0.399292069800965	0.453683616155012	0.83534848458314	0.43559134887378	0.539132596132804	0.83534848458314	Macrophages_Zillionis
-0.0610750801688465	0.0522950474633138	-1.16789415310679	0.25012513129962	0.224063122232459	0.163614889151474	0.33350017506616	0.298750829643278	0.392675733963539	Melanoma_Tirosh
0.0746262829094154	0.0376407858990958	1.98259098812302	0.0546771159679444	0.0769265059882909	0.547854261329169	0.0937321988021904	0.131874010265642	0.730472348438892	NK_Barry
0.11970890096333	0.0476452089113815	2.51250658142742	0.0163514637353676	0.0471930815180243	0.210421882684999	0.0392435129648821	0.113263395643258	0.420843765369998	NK_Cursons
0.0690745344694475	0.0293870025797052	2.35051309782613	0.0240400131489365	0.0330024666409106	0.286617568950576	0.048080026297873	0.0990073999227317	0.491344403915273	NK1_Signature
0.0530428449103147	0.0193221277549035	2.74518653344758	0.00918551818845136	0.00942078516449226	0.143331959151952	0.0275565545653541	0.0897500668667717	0.392675733963539	NK2_Signature
0.188723146554472	0.0606053246607051	3.11396973138954	0.00350138382805895	0.0182769175904187	0.137010732664421	0.0195570511510705	0.0897500668667717	0.392675733963539	T_cell_Tirosh
