comparison	UNT	Ad-IL12	Ad-IL12+Ad-CCL5
B_vs_B	2.98101411058359	2.44480067824257	1.99424294916474
B_vs_CD4	-1.08574648930568	0.581406025793609	-0.860827279968743
B_vs_CD8	0.0111298352862012	0.131630379174428	-2.3446760756902
B_vs_Endo	0.526388700178007	-0.159939504385368	-0.744905532736082
B_vs_M	-1.28837133792452	-0.809962190602474	-2.55288140548378
B_vs_Mo	-1.2701140577182	-0.637476270871505	-1.0903600015949
B_vs_Treg	0.363484087596343	0.476430962816636	-0.577867109920692
B_vs_Tumor	-0.245649410107529	-0.355357651046671	-0.369604831948931
CD4_vs_CD4	0.987695136777647	0.754753655793387	0.776644812802219
CD4_vs_CD8	0.30168574960839	0.199377243227112	0.122218387719448
CD4_vs_DC	0.179558293953531	0.0362176797382697	-0.0221502944922183
CD4_vs_Endo	0.277587867879388	0.129685444069798	0.127854950583251
CD4_vs_Lymp_Ves	0.594302233737257	0.0201679006270858	-0.688255735340161
CD4_vs_M	0.380578268306424	0.0396792445180219	0.264219747594486
CD4_vs_Mo	0.40255362198379	0.22110107614522	0.214738499918762
CD4_vs_N	-0.0205838335412003	-0.12576591614096	-1.14832732828375
CD4_vs_NK	0.308390537148018	0.146291644652278	0.114313322642751
CD4_vs_S	0.222797491747387	0.129421299512417	-0.774357189225858
CD4_vs_Treg	0.622758491805183	0.340403593604347	0.411157408813833
CD4_vs_Tumor	-0.184990674344194	-0.200095177468015	-0.157143596108864
CD8_vs_CD8	0.684326543426678	0.572761705044973	0.466940259603412
CD8_vs_DC	0.483112415598313	0.173229964431214	-0.0124351321911991
CD8_vs_Endo	0.121536947561888	0.0108339213140833	0.0140358529236374
CD8_vs_Lymp_Ves	0.0738214965938068	-0.466165105655531	-0.198851036036323
CD8_vs_M	-0.0770647394802238	-0.229693411197019	-0.332758277749966
CD8_vs_Mo	0.132299576280384	-0.00825863437414531	-0.0888074923752671
CD8_vs_N	-0.271829404501084	-0.151395526602749	-1.40553403551185
CD8_vs_NK	0.199440458003653	0.131612072348771	-0.107214299379458
CD8_vs_S	-0.120703055923526	-0.498437580090728	-1.20149205658479
CD8_vs_Treg	0.311696463540633	0.193176063870664	0.0475060209327416
CD8_vs_Tumor	-0.0789587582918087	-0.0896373216139749	-0.0941108988878371
DC_vs_DC	0.72870860221244	1.69846554255884	1.1741871873668
DC_vs_Endo	-0.0192210896288984	0.119750258193661	0.09241448746271
DC_vs_Lymp_Ves	-1.58049824396446	-0.482008474600649	-0.662528481779898
DC_vs_M	-1.48299695119536	-2.16601976784972	-0.208259653907261
DC_vs_Mo	0.551846408886657	-1.9054852834471	-1.22486912710917
DC_vs_NK	-2.9636849647805	-0.847196897268714	-0.167067576934248
DC_vs_Treg	-0.83378698680824	0.466904184837567	0.0498783260058533
DC_vs_Tumor	-0.0901890067979489	-0.106161616302051	-0.0554603752987058
Endo_vs_Endo	0.933223067997737	0.816431085583135	0.854700925952641
Endo_vs_Lymp_Ves	-0.160529313648487	-0.163213677324051	-1.10234646859806
Endo_vs_M	0.353082566851494	0.0751085822674579	-0.235650884178777
Endo_vs_Mo	0.193292550402448	0.287293575950249	0.00408724200406049
Endo_vs_N	-0.329042564763254	-0.145276987600931	-1.36999825126606
Endo_vs_NK	0.184435404136785	0.136980851883217	-0.0594160997771826
Endo_vs_S	0.571052704648476	0.290817480110354	0.260414267496092
Endo_vs_Treg	0.26811667742479	0.283477345574118	0.319495084469569
Endo_vs_Tumor	-0.424967737758259	-0.330267192142781	-0.369359365870798
Lymp_Ves_vs_Lymp_Ves	2.8248439140129	2.30049069633572	1.23516148506083
Lymp_Ves_vs_M	0.256417694912356	-0.0987651874250147	-2.92563528215198
Lymp_Ves_vs_Mo	0.17407350691101	-2.26411473845282	-2.61363701863034
Lymp_Ves_vs_NK	-1.06968647347632	-2.1901952385153	0.434216007155282
Lymp_Ves_vs_S	-0.446386902032909	-0.424647530279267	0.227498095779794
Lymp_Ves_vs_Treg	0.487192210400653	-0.997038918969568	-0.398110299000335
Lymp_Ves_vs_Tumor	-0.170548597246189	-0.546692067593403	-0.343292327959545
M_vs_M	1.44309137353779	1.94956730442848	1.8134089016296
M_vs_Mo	0.784381579570584	0.8698486435257	1.04201370079861
M_vs_N	0.606317202674263	0.126913787668985	-0.55510963797447
M_vs_NK	0.331290647475088	0.532449260542766	0.503289349163788
