estimate	sd	zvalue	pvalue	term	condition	comparison	OR
3.15893545121818	0.536393599710144	5.88921167762852	3.88042158847595e-09	conditionAd-IL12:comparisonMo_vs_Mo	AdIL12	Mo_vs_Mo	23.5455172310022
2.61437090880416	0.542741886864325	4.81696911935175	1.45755235268633e-06	conditionAd-IL12:comparisonMo_vs_NK	AdIL12	Mo_vs_NK	13.6586211562714
2.57409263813365	0.634271697604911	4.05834384200611	4.942196421877e-05	conditionAd-IL12+Ad-CCL5:comparisonM_vs_S	AdIL12+AdCCL5	M_vs_S	13.1194077059541
2.28230931486404	0.562769056221006	4.05549894692105	5.00273978867809e-05	conditionAd-IL12+Ad-CCL5:comparisonMo_vs_Mo	AdIL12+AdCCL5	Mo_vs_Mo	9.7992839321998
1.9934111397049	0.571695396667911	3.48684133425486	0.000488761234195197	conditionAd-IL12:comparisonM_vs_S	AdIL12	M_vs_S	7.3405306797391
1.8133445284875	0.536342166776991	3.38094716547148	0.00072236431258534	conditionAd-IL12:comparisonM_vs_M	AdIL12	M_vs_M	6.13091821120886
3.8691913141246	1.15682209933869	3.34467271703787	0.000823797187093248	conditionAd-IL12:comparisonDC_vs_NK	AdIL12	DC_vs_NK	47.9036314226469
1.87781744308546	0.593782548435273	3.16246654273328	0.00156438710892215	conditionAd-IL12:comparisonB_vs_CD4	AdIL12	B_vs_CD4	6.53921706247944
1.70123889101511	0.548440101643732	3.10195933141344	0.0019224436714784	conditionAd-IL12:comparisonM_vs_NK	AdIL12	M_vs_NK	5.48073321855
1.73841564253227	0.584746131836715	2.97294081633653	0.00294961320218847	conditionAd-IL12:comparisonN_vs_NK	AdIL12	N_vs_NK	5.68832394100236
1.77310148560585	0.615957127612906	2.87861184832354	0.00399429613666066	conditionAd-IL12:comparisonNK_vs_S	AdIL12	NK_vs_S	5.88908999428569
1.52718720210274	0.544268690969116	2.80594351180381	0.00501694864771502	conditionAd-IL12:comparisonEndo_vs_N	AdIL12	Endo_vs_N	4.60520507624739
1.46033038153268	0.537995558614512	2.71439114719355	0.00663977171950051	conditionAd-IL12:comparisonS_vs_Tumor	AdIL12	S_vs_Tumor	4.30738237288167
1.46632160073333	0.542205044926011	2.70436731353804	0.00684345947026817	conditionAd-IL12:comparisonM_vs_Mo	AdIL12	M_vs_Mo	4.3332663055913
1.50480593255597	0.557399545267156	2.69968991782139	0.00694041300442742	conditionAd-IL12:comparisonDC_vs_Endo	AdIL12	DC_vs_Endo	4.50327960551855
1.42204444771386	0.536081211570688	2.65266608308721	0.00798588295181808	conditionAd-IL12:comparisonEndo_vs_Mo	AdIL12	Endo_vs_Mo	4.14558721867123
1.98220444596861	0.763460306832148	2.59634250560247	0.00942220902091072	conditionAd-IL12:comparisonB_vs_M	AdIL12	B_vs_M	7.25872683202681
-1.7845238867193	0.701322154827696	-2.54451377934542	0.0109429994125819	conditionAd-IL12+Ad-CCL5:comparisonB_vs_CD8	AdIL12+AdCCL5	B_vs_CD8	0.167876970430852
-1.53141345093328	0.607337805241941	-2.52151840000018	0.0116849564169918	conditionAd-IL12+Ad-CCL5:comparisonLymp_Ves_vs_Lymp_Ves	AdIL12+AdCCL5	Lymp_Ves_vs_Lymp_Ves	0.216229820975268
1.34400023321931	0.535826115404118	2.50827683567768	0.0121321575733264	conditionAd-IL12:comparisonN_vs_Tumor	AdIL12	N_vs_Tumor	3.83435116675769
1.3830955990755	0.561774981251339	2.46200995992149	0.0138160829993748	conditionAd-IL12+Ad-CCL5:comparisonM_vs_M	AdIL12+AdCCL5	M_vs_M	3.98722539417713
1.3144539852733	0.536540028992182	2.44987123839078	0.0142907308557532	conditionAd-IL12:comparisonNK_vs_NK	AdIL12	NK_vs_NK	3.72271777149283
1.4158278826154	0.578881304876225	2.44579997780051	0.0144531159226027	conditionAd-IL12+Ad-CCL5:comparisonMo_vs_NK	AdIL12+AdCCL5	Mo_vs_NK	4.11989584464292
1.3509328138749	0.553647088762746	2.44006126157707	0.0146847714025777	conditionAd-IL12:comparisonCD8_vs_N	AdIL12	CD8_vs_N	3.8610254695288
-1.85918224918489	0.778776136769955	-2.38731281224925	0.0169720433059962	conditionAd-IL12+Ad-CCL5:comparisonLymp_Ves_vs_S	AdIL12+AdCCL5	Lymp_Ves_vs_S	0.155799983852983
